"year","quantity","state"
"1630","4820","Total"
"1631","4820","Total"
"1632","4820","Total"
"1633","5120","Total"
"1634","5120","Total"
"1635","5120","Total"
"1636","5979","Total"
"1637","7208","Total"
"1638","8726","Total"
"1639","10397","Total"
"1640","11686","Total"
"1641","13687","Total"
"1642","13687","Total"
"1643","18699","Total"
"1644","24157","Total"
"1645","24157","Total"
"1646","26829","Total"
"1647","27095","Total"
"1648","27095","Total"
"1649","27833","Total"
"1650","29525","Total"
"1651","30783","Total"
"1652","31539","Total"
"1653","31895","Total"
"1654","31895","Total"
"1655","31895","Total"
"1656","31895","Total"
"1657","31895","Total"
"1658","31895","Total"
"1659","31895","Total"
"1660","31895","Total"
"1661","32251","Total"
"1662","32251","Total"
"1663","32251","Total"
"1664","33210","Total"
"1665","33566","Total"
"1666","33566","Total"
"1667","33775","Total"
"1668","33775","Total"
"1669","33775","Total"
"1670","33775","Total"
"1671","35161","Total"
"1672","35370","Total"
"1673","36484","Total"
"1674","36484","Total"
"1675","36484","Total"
"1676","37100","Total"
"1677","37518","Total"
"1678","38586","Total"
"1679","39135","Total"
"1680","41242","Total"
"1681","41692","Total"
"1682","42011","Total"
"1683","42116","Total"
"1684","43783","Total"
"1685","45625","Total"
"1686","46748","Total"
"1687","46748","Total"
"1688","48137","Total"
"1689","48137","Total"
"1690","51112","Total"
"1691","54611","Total"
"1692","58063","Total"
"1693","59797","Total"
"1694","61883","Total"
"1695","65739","Total"
"1696","70088","Total"
"1697","70088","Total"
"1698","82051","Total"
"1699","90690","Total"
"1700","99045","Total"
"1701","106320","Total"
"1702","111555","Total"
"1703","116750","Total"
"1704","121554","Total"
"1705","125339","Total"
"1706","125339","Total"
"1707","132312","Total"
"1708","136855","Total"
"1709","141939","Total"
"1710","146563","Total"
"1711","152764","Total"
"1712","161977","Total"
"1713","171679","Total"
"1714","179571","Total"
"1715","186954","Total"
"1716","186954","Total"
"1717","194459","Total"
"1718","203940","Total"
"1719","212394","Total"
"1720","212394","Total"
"1721","221917","Total"
"1722","221917","Total"
"1723","235193","Total"
"1724","259302","Total"
"1725","277376","Total"
"1726","296194","Total"
"1727","315990","Total"
"1728","334739","Total"
"1729","349324","Total"
"1730","359423","Total"
"1731","375102","Total"
"1732","383403","Total"
"1733","394422","Total"
"1734","394422","Total"
"1735","405225","Total"
"1736","405225","Total"
"1737","416570","Total"
"1738","434015","Total"
"1739","442897","Total"
"1740","458803","Total"
"1741","469694","Total"
"1742","490421","Total"
"1743","500659","Total"
"1744","523386","Total"
"1745","533279","Total"
"1746","544004","Total"
"1747","565029","Total"
"1748","584892","Total"
"1749","601591","Total"
"1750","620340","Total"
"1751","630574","Total"
"1752","643796","Total"
"1753","658929","Total"
"1754","667612","Total"
"1755","678621","Total"
"1756","678621","Total"
"1757","689650","Total"
"1758","706794","Total"
"1759","716297","Total"
"1760","728675","Total"
"1761","728675","Total"
"1762","742793","Total"
"1763","755821","Total"
"1764","766217","Total"
"1765","783126","Total"
"1766","801357","Total"
"1767","818670","Total"
"1768","830571","Total"
"1769","843996","Total"
"1770","854585","Total"
"1771","869800","Total"
"1772","878288","Total"
"1773","886761","Total"
"1774","900253","Total"
"1775","918301","Total"
"1776","918301","Total"
"1777","926047","Total"
"1778","938471","Total"
"1779","948477","Total"
"1780","965174","Total"
"1781","984802","Total"
"1782","1005151","Total"
"1783","1021882","Total"
"1784","1036988","Total"
"1785","1048249","Total"
"1786","1059930","Total"
"1787","1070283","Total"
"1788","1081437","Total"
"1789","1094476","Total"
"1790","1105109","Total"
"1791","1117315","Total"
"1792","1132180","Total"
"1793","1152999","Total"
"1794","1152999","Total"
"1795","1181281","Total"
"1796","1203744","Total"
"1797","1228601","Total"
"1798","1248185","Total"
"1799","1271521","Total"
"1800","1294167","Total"
"1801","1321206","Total"
"1802","1350669","Total"
"1803","1377788","Total"
"1804","1409997","Total"
"1805","1441591","Total"
"1806","1473095","Total"
"1807","1501121","Total"
"1808","1522615","Total"
"1809","1551409","Total"
"1810","1596697","Total"
"1811","1635728","Total"
"1812","1680336","Total"
"1813","1721382","Total"
"1814","1762366","Total"
"1815","1801300","Total"
"1816","1845903","Total"
"1817","1892726","Total"
"1818","1943883","Total"
"1819","1987544","Total"
"1820","2028713","Total"
"1821","2073351","Total"
"1822","2124425","Total"
"1823","2159177","Total"
"1824","2196025","Total"
"1825","2237721","Total"
"1826","2295472","Total"
"1827","2353337","Total"
"1828","2411820","Total"
"1829","2483553","Total"
"1830","2532407","Total"
"1831","2537130","Total"
"1832","2539404","Total"
"1833","2542052","Total"
"1834","2548109","Total"
"1835","2548109","Total"
"1836","2569263","Total"
"1837","2610048","Total"
"1838","2655313","Total"
"1839","2712798","Total"
"1840","2748851","Total"
"1841","2774049","Total"
"1842","2799170","Total"
"1843","2820589","Total"
"1844","2844568","Total"
"1845","2866606","Total"
"1846","2882104","Total"
"1847","2901692","Total"
"1848","2941494","Total"
"1849","2995030","Total"
"1850","3023646","Total"
"1851","3030242","Total"
"1852","3031226","Total"
"1853","3031226","Total"
"1854","3031226","Total"
"1855","3031226","Total"
"1856","3031546","Total"
"1857","3031546","Total"
"1858","3031546","Total"
"1859","3031546","Total"
"1860","3031546","Total"
"1861","3031546","Total"
"1862","3031546","Total"
"1863","3031546","Total"
"1864","3031546","Total"
"1865","3031546","Total"
"1866","3031546","Total"
"1867","3031546","Total"
"1868","3031546","Total"
"1869","3031546","Total"
"1870","3031546","Total"
"1871","3031546","Total"
"1872","3031546","Total"
"1873","3031546","Total"
"1874","3031546","Total"
"1875","3031546","Total"
"1876","3031546","Total"
"1877","3031546","Total"
"1878","3031546","Total"
"1879","3031546","Total"
"1880","3031546","Total"
"1881","3031546","Total"
"1882","3031546","Total"
"1883","3031546","Total"
"1884","3031546","Total"
"1885","3031546","Total"
"1886","3031546","Total"
"1887","3031546","Total"
"1888","3031546","Total"
